               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.040758,             0.20055,            0.013923,             0.56541,             0.47096,             0.48069,             0.28388,            0.043108,             0.35428,            0.019661,           0.0023275,           0.0023275,           0.0023275
                 157,            0.040964,             0.20289,            0.013959,             0.56711,             0.47099,             0.48095,             0.28404,            0.043109,             0.35434,            0.019661,            0.002278,            0.002278,            0.002278
                 158,            0.040853,             0.19998,            0.013962,             0.56598,             0.47107,             0.48076,             0.28408,            0.043108,             0.35438,            0.019661,           0.0022285,           0.0022285,           0.0022285
                 159,            0.040762,              0.2007,            0.013841,             0.56312,             0.47211,             0.48097,             0.28423,            0.043108,             0.35442,            0.019662,            0.002179,            0.002179,            0.002179
                 160,            0.040885,              0.2002,            0.013816,             0.56353,             0.47247,             0.48099,             0.28424,            0.043108,             0.35444,            0.019665,           0.0021295,           0.0021295,           0.0021295
                 161,            0.040757,             0.20104,            0.013858,             0.56419,             0.47306,             0.48102,             0.28442,            0.043108,             0.35452,            0.019665,             0.00208,             0.00208,             0.00208
                 162,            0.040748,             0.20102,            0.013867,             0.56484,             0.47192,             0.48079,             0.28437,            0.043107,             0.35456,            0.019666,           0.0020305,           0.0020305,           0.0020305
                 163,            0.040866,             0.19893,            0.013847,             0.56428,             0.47202,               0.481,             0.28425,            0.043105,             0.35459,            0.019663,            0.001981,            0.001981,            0.001981
                 164,            0.040701,             0.19922,            0.013763,             0.56607,             0.47166,             0.48115,             0.28435,            0.043105,             0.35464,            0.019662,           0.0019315,           0.0019315,           0.0019315
                 165,            0.040821,             0.20292,            0.013777,              0.5673,             0.47098,             0.48141,              0.2846,            0.043105,             0.35472,            0.019662,            0.001882,            0.001882,            0.001882
                 166,            0.040646,             0.19961,            0.013636,             0.56599,             0.47182,             0.48169,             0.28471,            0.043104,             0.35475,            0.019662,           0.0018325,           0.0018325,           0.0018325
                 167,             0.04039,             0.20152,            0.013613,             0.56736,             0.47175,             0.48182,             0.28478,            0.043103,              0.3548,            0.019666,            0.001783,            0.001783,            0.001783
                 168,            0.040519,              0.1971,            0.013532,             0.56815,              0.4715,             0.48171,             0.28468,            0.043103,             0.35484,            0.019662,           0.0017335,           0.0017335,           0.0017335
                 169,            0.040504,             0.19792,            0.013442,             0.56701,             0.47163,             0.48178,             0.28476,            0.043102,             0.35487,            0.019662,            0.001684,            0.001684,            0.001684
                 170,            0.040485,             0.19786,            0.013643,             0.56476,             0.47287,             0.48226,             0.28507,            0.043102,             0.35489,            0.019661,           0.0016345,           0.0016345,           0.0016345
                 171,            0.040614,              0.1984,            0.013602,             0.56363,             0.47366,             0.48237,             0.28547,            0.043103,             0.35498,            0.019663,            0.001585,            0.001585,            0.001585
                 172,            0.040489,             0.19741,            0.013468,             0.56465,             0.47268,             0.48223,             0.28545,            0.043103,             0.35501,            0.019665,           0.0015355,           0.0015355,           0.0015355
                 173,            0.040373,             0.19707,            0.013578,             0.56447,             0.47274,             0.48249,             0.28553,            0.043103,             0.35506,            0.019664,            0.001486,            0.001486,            0.001486
                 174,            0.040341,             0.19969,            0.013488,             0.56494,             0.47194,             0.48248,             0.28532,            0.043104,              0.3551,            0.019665,           0.0014365,           0.0014365,           0.0014365
                 175,            0.040435,              0.1977,            0.013331,             0.56592,             0.47131,             0.48253,             0.28522,            0.043104,             0.35515,            0.019666,            0.001387,            0.001387,            0.001387
                 176,            0.040238,             0.19725,            0.013504,             0.56527,             0.47182,             0.48241,             0.28521,            0.043104,             0.35524,            0.019666,           0.0013375,           0.0013375,           0.0013375
                 177,            0.040057,             0.19745,            0.013256,             0.56653,             0.47042,             0.48239,             0.28522,            0.043105,             0.35526,            0.019665,            0.001288,            0.001288,            0.001288
                 178,              0.0402,             0.19719,            0.013236,              0.5653,             0.47107,             0.48241,             0.28509,            0.043106,              0.3553,            0.019665,           0.0012385,           0.0012385,           0.0012385
                 179,            0.040254,             0.19712,            0.013322,             0.56613,             0.47066,             0.48225,              0.2852,            0.043108,             0.35533,            0.019668,            0.001189,            0.001189,            0.001189
                 180,            0.040302,             0.19672,            0.013352,             0.56602,             0.47081,             0.48238,              0.2852,            0.043109,             0.35535,            0.019671,           0.0011395,           0.0011395,           0.0011395
                 181,            0.039999,             0.19382,            0.013114,             0.56612,             0.47123,             0.48259,             0.28527,             0.04311,             0.35543,            0.019674,             0.00109,             0.00109,             0.00109
                 182,            0.039991,             0.19488,            0.013206,             0.56483,             0.47267,             0.48257,             0.28517,             0.04311,             0.35548,            0.019675,           0.0010405,           0.0010405,           0.0010405
                 183,            0.040181,             0.19656,            0.013188,              0.5659,             0.47235,             0.48259,             0.28513,             0.04311,             0.35552,            0.019678,            0.000991,            0.000991,            0.000991
                 184,            0.039896,             0.19386,            0.013166,             0.56526,             0.47227,              0.4825,             0.28505,            0.043112,             0.35553,            0.019679,           0.0009415,           0.0009415,           0.0009415
                 185,            0.039873,              0.1945,            0.013193,             0.56497,             0.47231,              0.4824,             0.28479,            0.043113,             0.35558,            0.019682,            0.000892,            0.000892,            0.000892
                 186,            0.040062,             0.19628,            0.013171,             0.56601,             0.47183,             0.48237,             0.28493,            0.043113,             0.35566,            0.019684,           0.0008425,           0.0008425,           0.0008425
                 187,            0.039877,             0.19416,            0.013058,             0.56233,             0.47403,             0.48238,             0.28492,            0.043114,             0.35569,            0.019687,            0.000793,            0.000793,            0.000793
                 188,            0.039844,             0.19606,            0.012984,             0.56256,             0.47421,              0.4824,             0.28507,            0.043114,             0.35574,            0.019688,           0.0007435,           0.0007435,           0.0007435
                 189,            0.040007,             0.19385,            0.013114,             0.56284,             0.47358,             0.48237,             0.28493,            0.043113,             0.35577,            0.019692,            0.000694,            0.000694,            0.000694
                 190,            0.039941,             0.19522,            0.013106,             0.56262,             0.47385,             0.48234,             0.28493,            0.043113,             0.35583,            0.019691,           0.0006445,           0.0006445,           0.0006445
                 191,            0.039983,             0.19684,            0.012973,             0.56363,             0.47323,             0.48248,             0.28501,            0.043114,             0.35588,            0.019694,            0.000595,            0.000595,            0.000595
                 192,            0.039926,              0.1955,            0.012897,             0.56292,             0.47316,              0.4825,             0.28499,            0.043114,             0.35594,            0.019697,           0.0005455,           0.0005455,           0.0005455
                 193,            0.040083,             0.19454,            0.012841,             0.56409,             0.47234,             0.48245,             0.28495,            0.043115,               0.356,            0.019699,            0.000496,            0.000496,            0.000496
                 194,            0.039755,             0.19309,            0.012929,             0.56091,              0.4736,             0.48245,             0.28493,            0.043115,             0.35606,            0.019702,           0.0004465,           0.0004465,           0.0004465
                 195,             0.03984,             0.19463,             0.01286,             0.56074,             0.47387,             0.48246,             0.28489,            0.043116,             0.35611,            0.019705,            0.000397,            0.000397,            0.000397
                 196,            0.039681,             0.19458,            0.012732,             0.56136,             0.47352,             0.48253,             0.28488,            0.043116,             0.35613,            0.019705,           0.0003475,           0.0003475,           0.0003475
                 197,            0.039864,             0.19341,            0.012754,             0.56217,             0.47295,             0.48255,             0.28496,            0.043117,             0.35616,            0.019706,            0.000298,            0.000298,            0.000298
                 198,            0.039739,             0.19374,             0.01285,             0.56242,             0.47352,             0.48282,             0.28492,            0.043119,             0.35624,            0.019707,           0.0002485,           0.0002485,           0.0002485
                 199,            0.039785,             0.19366,            0.012737,             0.56317,             0.47308,             0.48237,             0.28479,            0.043119,             0.35633,            0.019709,            0.000199,            0.000199,            0.000199
